canonical_smi,solvent_grouped,et30,lambda_max_exp_nm
CC1=CC(=C(C#N)C#N)CC(C)(C)C1,Acetonitrile,45.6,639.0
COc1cc(C=C(c2ccccc2)c2ccccc2)ccc1N(c1ccc(C=C(c2ccccc2)c2ccccc2)cc1OC)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1OC,THF,37.4,395.0
COc1cc(N(c2ccc(C=C(c3ccccc3)c3ccccc3)c(OC)c2)c2ccc(C=C(c3ccccc3)c3ccccc3)c(OC)c2)ccc1C=C(c1ccccc1)c1ccccc1,THF,37.4,394.0
CCC(C)CN1c2ccccc2Sc2cc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(-c7ccc8c(c7)Sc7ccccc7N8CC(C)CC)s6)=C5C(=O)N4C)s3)ccc21,DCM,40.7,664.0
CCC(C)CN1c2ccccc2Sc2cc(-c3cnc(C4=C5C(=O)N(C)C(c6ncc(-c7ccc8c(c7)Sc7ccccc7N8CC(C)CC)s6)=C5C(=O)N4C)s3)ccc21,DCM,40.7,655.0
CCC(C)CN1c2ccccc2Sc2cc(-c3cc4sc(C5=C6C(=O)N(C)C(c7csc8cc(-c9ccc%10c(c9)Sc9ccccc9N%10CC(C)CC)sc78)=C6C(=O)N5C)cc4s3)ccc21,DCM,40.7,677.0
CCN(CC)c1ccc(N=Nc2nc(Cl)c(C=CC3=[N+](CC)c4ccccc4C3(C)C)s2)cc1.[I-],Methanol,55.4,747.0
CCN(CC)c1ccc(N=Nc2nc(Cl)c(C=Cc3sc4ccccc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,708.0
CCCCCC[n+]1c(C=Cc2sc(N=Nc3ccc(N(CC)CC)cc3)nc2Cl)sc2ccccc21.[I-],Methanol,55.4,711.0
CCN(CC)c1ccc(N=Nc2nc(Cl)c(C=Cc3sc4cc(I)ccc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,732.0
CCN(CC)c1ccc(N=Nc2nc(Cl)c(C=Cc3[se]c4ccccc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,717.0
CCN(CC)c1ccc(N=Nc2nc(Cl)c(C=Cc3ccc4ccccc4[n+]3CC)s2)cc1.[I-],Methanol,55.4,678.0
CCN(CC)c1ccc(N=Nc2nc(Cl)c(C=Cc3cc[n+](CC)c4ccccc34)s2)cc1.[I-],Methanol,55.4,672.0
CC[N+]1=C(C=Cc2cnc(N=Nc3cc4c5c(c3)CCCN5CCC4)s2)C(C)(C)c2ccccc21,Methanol,55.4,810.0
CC[n+]1c(C=Cc2cnc(N=Nc3cc4c5c(c3)CCCN5CCC4)s2)sc2ccccc21,Methanol,55.4,756.0
CCn1c(=Cc2sc3ccccc3[n+]2C)sc(=C2Sc3ccccc3N2C)c1=O.[I-],DMF,43.2,506.0
CCn1c(=Cc2cc[n+](C)c3ccccc23)sc(=C2Sc3ccccc3N2C)c1=O.[I-],DMF,43.2,571.0
O=C(O)Cc1ccc(-c2c3nc(c(-c4ccc(CC(=O)O)cc4)c4ccc([nH]4)c(-c4ccccc4O)c4nc(c(-c5ccc(CC(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,DMSO,45.1,648.6
c1cc[nH]c1,Acetone,42.2,458.5
N=NN.O=C1CC(=O)N(c2ccccc2)N1.O=C1CC(=O)N(c2ccccc2)N1,Acetone,42.2,371.0
BP[I]B,DMSO,45.1,483.0
[Cu][I]I,DMSO,45.1,526.0
COc1cc(C2(c3ccccc3)c3ccccc3-c3ccccc32)ccc1N(c1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1OC)c1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1OC,THF,37.4,309.0
COc1cc(N(c2ccc(C3(c4ccccc4)c4ccccc4-c4ccccc43)c(OC)c2)c2ccc(C3(c4ccccc4)c4ccccc4-c4ccccc43)c(OC)c2)ccc1C1(c2ccccc2)c2ccccc2-c2ccccc21,THF,37.4,309.0
COc1ccc(C2(c3ccc(N(c4ccc(C5(c6ccc(OC)cc6)c6ccccc6-c6ccccc65)cc4OC)c4ccc(C5(c6ccc(OC)cc6)c6ccccc6-c6ccccc65)cc4OC)c(OC)c3)c3ccccc3-c3ccccc32)cc1,THF,37.4,310.0
COc1ccc(C2(c3ccc(N(c4ccc(C5(c6ccc(OC)cc6)c6ccccc6-c6ccccc65)c(OC)c4)c4ccc(C5(c6ccc(OC)cc6)c6ccccc6-c6ccccc65)c(OC)c4)cc3OC)c3ccccc3-c3ccccc32)cc1,THF,37.4,310.0
O.c1ccncc1,Ethanol,51.9,700.0
C[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)nc1.[I-],DCM,40.7,564.0
C[n+]1ccc(C=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)nc1.[I-],DCM,40.7,520.0
CCCCC(=O)C=O,Other,,498.0
Cc1cn(C)c(C)c1-c1c(O)c(=O)c1=O,Methanol,55.4,347.0
CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4cnc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nsnc45)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,DCM,40.7,575.0
CC(C)(C)c1ccc2c(N(c3ccccc3)c3cccc4ccccc34)c3cc(C(C)(C)C)ccc3c(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)c2c1,THF,37.4,628.0
CC(C)(C)c1ccc2c(N(c3ccccc3)c3cccc4ccccc34)c3cc(C(C)(C)C)ccc3c(-c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nsnc45)s3)c2c1,THF,37.4,772.0
CCC(C)COc1ccc(-c2ccc3c(c2)Sc2cc(-c4cc5sc(C6=C([O-])C(=CC7=[N+](C)c8ccc(C(=O)O)cc8C7(C)C)C6=O)cc5s4)ccc2N3C)cc1,THF,37.4,662.0
CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,Methanol,55.4,522.0
CN(C)c1ccc(C=Cc2cc3ccccc3c[n+]2C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,Methanol,55.4,441.0
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,Methanol,55.4,581.0
CN(C)c1ccc(C=Cc2ccc3ccccc3[n+]2C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,Methanol,55.4,556.0
CCC1(CC)c2ccccc2-c2ccc(-c3ccc(-c4nc(-c5ccc(-c6ccc7c(c6)C(CC)(CC)c6ccccc6-7)cc5)nc(-c5ccc(-c6ccc7c(c6)C(CC)(CC)c6ccccc6-7)cc5)n4)cc3)cc21,THF,37.4,356.0
CCN1c2ccccc2Sc2cc(-c3ccc(-c4nc(-c5ccc(-c6ccc7c(c6)Sc6ccccc6N7CC)cc5)nc(-c5ccc(-c6ccc7c(c6)Sc6ccccc6N7CC)cc5)n4)cc3)ccc21,THF,37.4,403.0
CCn1c2ccccc2c2cc(-c3ccc(-c4nc(-c5ccc(-c6ccc7c(c6)c6ccccc6n7CC)cc5)nc(-c5ccc(-c6ccc7c(c6)c6ccccc6n7CC)cc5)n4)cc3)ccc21,THF,37.4,380.0
O=C1CCCCC1,DMSO,45.1,554.0
Cn1c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)cc3)cc2c2cc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)cc3)ccc21,DCM,40.7,341.0
Cn1c2cc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)cc3)ccc2c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)cc3)cc21,DCM,40.7,349.0
CCn1c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)s3)cc2c2cc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)s3)ccc21,DCM,40.7,388.0
Cn1c2cc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)s3)ccc2c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)s3)cc21,DCM,40.7,406.0
c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3cc(-c4ccc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)cc4)c4ccc5c(-c6ccc([Si](c7ccccc7)(c7ccccc7)c7ccccc7)cc6)cc(-c6ccc([Si](c7ccccc7)(c7ccccc7)c7ccccc7)cc6)c6ccc3c4c65)cc2)cc1,Hexane,31.0,408.0
C(#Cc1cc(C#Cc2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c2ccc3c(C#Cc4ccc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)cc4)cc(C#Cc4ccc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)cc4)c4ccc1c2c43)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Toluene,33.9,501.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc([N+](=O)[O-])cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc([N+](=O)[O-])cc5)cc4)oc3cc12,DCM,40.7,455.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(C)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(C)cc5)cc4)oc3cc12,DCM,40.7,447.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(OC)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(OC)cc5)cc4)oc3cc12,DCM,40.7,450.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(F)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(F)cc5)cc4)oc3cc12,DCM,40.7,445.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(Cl)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(Cl)cc5)cc4)oc3cc12,DCM,40.7,446.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(C(F)(F)F)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(C(F)(F)F)cc5)cc4)oc3cc12,DCM,40.7,446.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc(SC)cc3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc(SC)cc5)cc4)oc3cc12,DCM,40.7,452.0
COC(=O)c1c(C=Cc2ccc(C=Cc3cc(OC)c(OC)c(OC)c3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5cc(OC)c(OC)c(OC)c5)cc4)oc3cc12,DCM,40.7,451.0
COC(=O)c1c(C=Cc2ccc(C=Cc3ccc4ccccc4c3)cc2)oc2cc3c(C(=O)OC)c(C=Cc4ccc(C=Cc5ccc6ccccc6c5)cc4)oc3cc12,DCM,40.7,452.0
C[n+]1c(-c2ccccc2)cn2ccc(C=Cc3ccc([N+]4(C)CCCCC4)cc3)cc21.[I-].[I-],Methanol,55.4,353.0
COc1ccc(-c2cn3ccc(C=Cc4ccc([N+]5(C)CCCCC5)cc4)cc3[n+]2C)cc1.[I-].[I-],Methanol,55.4,359.0
CC[N+](C)(CC)c1ccc(C=Cc2ccn3cc(-c4ccccc4)[n+](C)c3c2)cc1.[I-].[I-],Methanol,55.4,352.0
CC[N+](C)(CC)c1ccc(C=Cc2ccn3cc(-c4ccc(OC)cc4)[n+](C)c3c2)cc1.[I-].[I-],Methanol,55.4,359.0
C[n+]1c(-c2ccccc2)cn2ccc(C=Cc3ccc([N+](C)(C)C)cc3)cc21.[I-].[I-],Methanol,55.4,352.0
COc1ccc(-c2cn3ccc(C=Cc4ccc([N+](C)(C)C)cc4)cc3[n+]2C)cc1.[I-].[I-],Methanol,55.4,358.0
COc1cc(-c2c3nc(c(-c4ccc(O)c(OC)c4)c4ccc([nH]4)c(-c4ccc(OC)c(OC)c4)c4nc(c(-c5ccc(O)c(OC)c5)c5ccc2[nH]5)C=C4)C=C3)ccc1O,Chloroform,39.1,726.0
COc1cc(-c2c3nc(c(-c4cc(OC)c(O)c(OC)c4)c4ccc([nH]4)c(-c4cc(OC)c(OC)c(OC)c4)c4nc(c(-c5cc(OC)c(O)c(OC)c5)c5ccc2[nH]5)C=C4)C=C3)cc(OC)c1O,Chloroform,39.1,723.0
COc1ccc(-c2c3nc(c(-c4ccc(OC)cc4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4nc(c(-c5ccc(NC(C)=O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,Chloroform,39.1,721.0
COc1ccc(-c2c3nc(c(-c4ccc(OC)cc4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,Chloroform,39.1,721.0
C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,THF,37.4,397.0
C[n+]1ccc(C=Cc2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1.[I-],DMF,43.2,764.0
C[n+]1ccc(C=Cc2ccc(C=Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1.[I-],DMF,43.2,636.0
C[n+]1ccc(C=Cc2ccc(C=Cc3nc4ccccc4s3)cc2)cc1.[I-],DMF,43.2,546.0
SBI,DCM,40.7,900.0
SB[I]I,DCM,40.7,700.0
O=P(O)(O)OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,Chloroform,39.1,410.0
C1CO1,Dioxane,36.0,416.0
[PH2][V][PH2],DMSO,45.1,437.0
CCCC[n+]1ccccc1C=Cc1ccc(N(CC)CC)cc1.O=S(=O)([O-])C(F)(F)F,DCM,40.7,510.0
CCCC[n+]1ccccc1C=Cc1ccc(N(CC)CC)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,DCM,40.7,512.0
COS(=O)(=O)OC,Water,63.1,746.0
CCOS(=O)(=O)OCC,Water,63.1,708.0
O=C(O)CCl,Water,63.1,687.0
C[N+](C)(C)CCCCC[N+](C)(C)C.[Br-].[Br-],Toluene,33.9,532.0
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)CC,DMF,43.2,502.0
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)CC,DMF,43.2,498.0
CCCSc1cc(-c2ccccn2)nc(-c2cc(SCCC)cc(-c3cc(SCCC)cc(-c4cccc(-c5cc(SCCC)cc(-c6cc(SCCC)cc(-c7cc(SCCC)cc(-c8ccccn8)n7)n6)n5)n4)n3)n2)c1,Acetonitrile,45.6,266.0
COc1ccc(-c2c3nc(c(-c4ccc(OC)cc4)c4ccc([nH]4)c(-c4ccc([N+](=O)[O-])cc4)c4nc(c(-c5ccc(OC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,DCM,40.7,419.0
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1.[Zn],DCM,40.7,419.0
O=C(Nc1ccc(-c2c3nc(c(-c4ccc(C(F)(F)F)cc4)c4ccc([nH]4)c(-c4ccc(C(F)(F)F)cc4)c4nc(c(-c5ccc(C(F)(F)F)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1)c1ccccc1,Toluene,33.9,650.0
O=C(C=Cc1ccccc1)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,DCM,40.7,382.0
O=C(C=C[c-]1cccc1)c1ccccc1.[Fe+2].c1cc[cH-]c1,DCM,40.7,384.0
O=C(C=Cc1ccccc1)[c-]1cccc1.[Ru+2].c1cc[cH-]c1,DCM,40.7,496.0
O=C(C=C[c-]1cccc1)[c-]1cccc1.[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,383.0
O=C(C=C[c-]1cccc1)[c-]1cccc1.[Fe+2].[Ru+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,381.0
O=C(C=C[c-]1cccc1)[c-]1cccc1.[Ru+2].[Ru+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,389.0
[Fe+3],DCM,40.7,941.0
[Ag+].[Cl-],DCM,40.7,479.0
CO[I]I,DMF,43.2,540.0
OCCO,Other,,681.0
[Mg+2].c1ccc2c3[n-]c(nc4[nH]c(nc5[n-]c([nH]c6[nH]c([nH]3)c3ccccc63)c3c5CCCC3)C3CCCCC43)c2c1,DMSO,45.1,685.0
C=CC(C)(Cl)C(Cl)C=CC(C=O)=CCl,DMF,43.2,743.0
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Lu+3],DMSO,45.1,705.0
[Cd+2],DMF,43.2,457.0
[Cd][I]I,DMSO,45.1,404.0
COc1ccc(C=CC(=O)[c-]2cccc2)cc1.[Fe+2].c1cc[cH-]c1,Acetonitrile,45.6,487.0
Cc1ccc(C=CC(=O)[c-]2cccc2)cc1.[Fe+2].c1cc[cH-]c1,Acetonitrile,45.6,487.0
O=C(C=Cc1ccc(C(F)(F)F)cc1)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Acetonitrile,45.6,501.0
[O]=[Ti],THF,37.4,697.0
COC(C)(C)CC=CC(C)CC=CC(C)=CC=CC(C)=CCCC=C(C)C=CC=C(C)CCC=C(C)CCCC(C)C,Ethanol,51.9,720.0
Cc1cc(C)c(S)c(C)c1,Ethanol,51.9,480.0
C1CC2CC3CCC(N3)C3CCC(CC4CCC(CC1N2)N4)N3,DCM,40.7,656.0
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,DMSO,45.1,480.0
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,Ethanol,51.9,480.0
CN(C)[C@@H]1C(=O)C(=C(N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.[Cl-].[H+],Acetonitrile,45.6,480.0
PP,Methanol,55.4,530.0
OF,Acetonitrile,45.6,589.0
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N.[Cl-],Water,63.1,537.0
F[B-](F)(F)F,Dioxane,36.0,532.0
CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,Acetone,42.2,323.0
[PH2][W],DMF,43.2,1150.0
c1ccc(N(c2ccccc2)c2cc(N(c3ccccc3)c3ccccc3)c3ccc4c(N(c5ccccc5)c5ccccc5)cc(N(c5ccccc5)c5ccccc5)c5ccc2c3c54)cc1,DCM,40.7,461.0
Cc1ccc(N(c2ccc(C)cc2)c2cc(N(c3ccc(C)cc3)c3ccc(C)cc3)c3ccc4c(N(c5ccc(C)cc5)c5ccc(C)cc5)cc(N(c5ccc(C)cc5)c5ccc(C)cc5)c5ccc2c3c54)cc1,THF,37.4,476.0
CN1C(=Cc2cc[n+](C)c3ccccc23)Sc2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,Chloroform,39.1,653.0
CC(C)(C)c1cc2ccc3ccc(-c4cc(-c5ccc6ccc7cc(C(C)(C)C)cc8ccc5c6c78)c5ccc6c(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)cc(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)c7ccc4c5c76)c4ccc(c1)c2c34,DMF,43.2,397.0
CC(C)CCC1(CCC(C)C)c2ccccc2-c2ccc(-c3cc(-c4ccc5c(c4)C(CCC(C)C)(CCC(C)C)c4ccccc4-5)c4ccc5c(-c6ccc7c(c6)C(CCC(C)C)(CCC(C)C)c6ccccc6-7)cc(-c6ccc7c(c6)C(CCC(C)C)(CCC(C)C)c6ccccc6-7)c6ccc3c4c65)cc21,DCM,40.7,395.0
CCNc1ccc([C+](c2ccc(NCC)c(C)c2)c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc1C.[Na+],Cyclohexane,30.9,356.1
c1ccc(N(c2ccccc2)c2ccccc2-c2cc(-c3cccs3)c(-c3ccccc3N(c3ccccc3)c3ccccc3)cc2-c2cccs2)cc1,DMF,43.2,412.0
NC(CO)C(=O)O,DMSO,45.1,276.0
C[C@H]1OC([n+]2cccc(C(N)=O)c2)[C@H](O)[C@@H]1O,Methanol,55.4,793.0
CC(C)CCC1(CCC(C)C)c2ccccc2-c2ccc(-c3cc(-c4ccc5c(c4)C(CCC(C)C)(CCC(C)C)c4ccccc4-5)c4ccc5cc(C(C)(C)C)cc6ccc3c4c65)cc21,DCM,40.7,414.0
CC(C)CCC1(CCC(C)C)c2ccccc2-c2ccc(-c3cc4c(-c5ccc6c(c5)C(CCC(C)C)(CCC(C)C)c5ccccc5-6)cc(-c5ccc6c(c5)C(CCC(C)C)(CCC(C)C)c5ccccc5-6)c5cc(-c6ccc7c(c6)C(CCC(C)C)(CCC(C)C)c6ccccc6-7)c6cc(C(C)(C)C)cc3c6c45)cc21,DCM,40.7,442.0
C[N+]1(C)CCC[C@H]1C(=O)O,Methanol,55.4,482.0
[I-].[I-].c1cc[n+](CCCc2ccc(CCC[n+]3ccccc3)cc2)cc1,Acetonitrile,45.6,260.0
[Br-].[Br-].c1cc[n+](CCCc2ccc(CCC[n+]3ccccc3)cc2)cc1,Acetonitrile,45.6,263.0
CC(C)(C)c1cc[n+](CCCc2ccc(CCC[n+]3ccc(C(C)(C)C)cc3)cc2)cc1.[Br-].[Br-],Acetonitrile,45.6,258.0
O=[S]I,Methanol,55.4,436.0
O=C(O)CCCCCCCC(=O)O,Chloroform,39.1,480.0
CC(C)(C)c1cc2ccc3ccc(-c4ccc(C(c5ccc(-c6ccc7ccc8cc(C(C)(C)C)cc9ccc6c7c89)cc5)C(c5ccc(-c6ccc7ccc8cc(C(C)(C)C)cc9ccc6c7c89)cc5)c5ccc(-c6ccc7ccc8cc(C(C)(C)C)cc9ccc6c7c89)cc5)cc4)c4ccc(c1)c2c34,THF,37.4,342.0
Cc1cc(C)cc(C)c1,Hexane,31.0,294.0
CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1.O=S(=O)([O-])c1ccc2ccccc2c1,Methanol,55.4,477.0
CN(C)c1ccc(C=Cc2cc[n+](C)cc2)cc1.[I-],Methanol,55.4,505.0
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1.[I-],Methanol,55.4,562.0
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1.O=S(=O)([O-])c1ccc2ccccc2c1,Chloroform,39.1,555.0
CN1C(=CC=Cc2cc[n+](C)cc2)C(C)(C)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,Methanol,55.4,531.0
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2ccccc21.[I-],Methanol,55.4,606.0
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,Methanol,55.4,606.0
CN1C(=CC=Cc2cc[n+](C)c3ccccc23)C(C)(C)c2ccccc21.O=S(=O)([O-])c1ccc2ccccc2c1,Chloroform,39.1,604.0
CN1C(=CC=Cc2cc[n+](C)cc2)C(C)(C)c2ccccc21.O=S(=O)([O-])c1ccc2ccccc2c1,Chloroform,39.1,531.0
C(=Cc1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccccc4)c4ccc(C=Cc5ccccc5)cc4)cc3)cc2)cc1)c1ccccc1,Acetonitrile,45.6,368.0
O=[N+]([O-])c1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccccc5)c5ccc(C=Cc6ccc([N+](=O)[O-])cc6)cc5)cc4)cc3)cc2)cc1,Acetonitrile,45.6,428.0
CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(OCCCNCCCNc4ccnc5cc(Cl)ccc45)cc3c1C2c1ccc(C(F)(F)F)cc1,Methanol,55.4,334.0
O=C1c2cc(Br)ccc2-c2ccc(C#C[c-]3cccc3)cc21.[Fe+2].c1cc[cH-]c1,DCM,40.7,279.0
C[Si](C)(C)C#Cc1cccc2c1C(=O)c1cc(C#C[c-]3cccc3)ccc1-2.[Fe+2].c1cc[cH-]c1,DCM,40.7,288.0
C#Cc1ccc2c(c1)C(=O)c1cc(C#C[c-]3cccc3)ccc1-2.[Fe+2].c1cc[cH-]c1,DCM,40.7,284.0
O=C1c2cc(Br)ccc2-c2ccc(C#Cc3ccc(-[c-]4cccc4)cc3)cc21.[Fe+2].c1cc[cH-]c1,DCM,40.7,279.0
O=C1c2cc(C#Cc3ccc(-[c-]4cccc4)cc3)ccc2-c2ccc(C#Cc3ccc(-[c-]4cccc4)cc3)cc21.[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,257.0
