SMI,canonical_smi,lambda_max_exp_nm,extinction,solvent
CCOC(=O)c1c(N)sc(c1c1ccccc1)N=Nc1ccc(cc1)C,CCOC(=O)c1c(N)sc(N=Nc2ccc(C)cc2)c1-c1ccccc1,469.0,,DMSO
c1ccc2c(c1)cc1c(c2)cc2c(c1)cccc2,c1ccc2cc3cc4ccccc4cc3cc2c1,765.0,8000.0,
Cc1ccccc1C#Cc1c(C#Cc2ccccc2C)c(C#Cc2ccccc2C)c(c(c1C#Cc1ccccc1C)F)F,Cc1ccccc1C#Cc1c(F)c(F)c(C#Cc2ccccc2C)c(C#Cc2ccccc2C)c1C#Cc1ccccc1C,420.0,,
N#CC(=Cc1ccc(cc1)N(c1ccc(cc1)C#C)c1ccc(cc1)C#C)C#N,C#Cc1ccc(N(c2ccc(C#C)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,459.0,,
COCCNc1ncnc2c1nc(n2Cc1ccccc1)C=Cc1ccc(cc1)C(F)(F)F,COCCNc1ncnc2c1nc(C=Cc1ccc(C(F)(F)F)cc1)n2Cc1ccccc1,354.0,,
COC(=O)c1cc(c2n1nc(cc2)c1ccc(cc1)Br)C(=O)OC,COC(=O)c1cc(C(=O)OC)n2nc(-c3ccc(Br)cc3)ccc12,355.0,,acetonitrile
CN(c1ccc(cc1)C(=c1c(F)c(F)c(=C(C#N)C#N)c(c1F)F)C(=C(C#N)C#N)c1ccc(s1)C=O)C,CN(C)c1ccc(C(C(=C(C#N)C#N)c2ccc(C=O)s2)=c2c(F)c(F)c(=C(C#N)C#N)c(F)c2F)cc1,848.0,,CH 2 Cl
Fc1c(c2nnc(o2)c2ccc(cc2)C2=Cc3c(C2)cccc3)c(F)c(c(c1F)F)F,Fc1c(F)c(F)c(-c2nnc(-c3ccc(C4=Cc5ccccc5C4)cc3)o2)c(F)c1F,349.0,,
S=c1sc2c([nH]1)cccc2,S=c1[nH]c2ccccc2s1,328.0,6200.0,
O=c1cc(C)c2c(o1)cc(cc2)C=Cc1ccc(cc1)[N+](=O)[O-],Cc1cc(=O)oc2cc(C=Cc3ccc([N+](=O)[O-])cc3)ccc12,352.0,,
Clc1ccc2c(c1)nccc2n1nnc(c1C)C(=O)C=Cc1ccc(cc1)OCCCN1CCOCC1,Cc1c(C(=O)C=Cc2ccc(OCCCN3CCOCC3)cc2)nnn1-c1ccnc2cc(Cl)ccc12,237.0,,methanol
O=c1cn[nH]c(=O)[nH]1,O=c1cn[nH]c(=O)[nH]1,320.0,,
O=Nc1ccccc1c1c(C(=O)OC(C(=O)C)C)c(C)nc(c1C(=O)O)C,CC(=O)C(C)OC(=O)c1c(C)nc(C)c(C(=O)O)c1-c1ccccc1N=O,458.0,,
CCn1c2ccc(cc2c2c1ccc(c2)C=Cc1ccc2c(c1)c1cc(ccc1n2CC)c1nc2c(s1)cccc2)c1nc2c(s1)cccc2,CCn1c2ccc(C=Cc3ccc4c(c3)c3cc(-c5nc6ccccc6s5)ccc3n4CC)cc2c2cc(-c3nc4ccccc4s3)ccc21,362.0,,Ethyl acetate
NNc1ccccc1,NNc1ccccc1,213.0,46080.0,THF
C(=Cc1ccc(cc1)c1ccc(cc1)C=CSC=C(c1ccccc1)c1ccccc1)SC=C(c1ccccc1)c1ccccc1,C(=Cc1ccc(-c2ccc(C=CSC=C(c3ccccc3)c3ccccc3)cc2)cc1)SC=C(c1ccccc1)c1ccccc1,365.0,,CH 2 Cl 2
Cn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,Cn1c2cc(N(c3ccccc3)c3ccccc3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,376.0,,
NN=Cc1ccccc1O,NN=Cc1ccccc1O,290.0,158489.3192,EtOH
CCn1cnc2c1cc([N+](=O)[O-])c1c2c(on1)c1ccc(cc1)[N+](=O)[O-],CCn1cnc2c3c(-c4ccc([N+](=O)[O-])cc4)onc3c([N+](=O)[O-])cc21,425.0,,
COc1ccc(cc1)C=C1N=C(N(C1=O)Cc1ccccc1)c1ccccc1,COc1ccc(C=C2N=C(c3ccccc3)N(Cc3ccccc3)C2=O)cc1,391.0,,
O=C(c1cc(C(=O)CC(=O)c2ccccc2)c(nc1C)C)CC(=O)c1ccccc1,Cc1nc(C)c(C(=O)CC(=O)c2ccccc2)cc1C(=O)CC(=O)c1ccccc1,340.0,67608.29754,
c1csc(c1)c1c(sc2c1scc2)c1cccs1,c1csc(-c2sc3ccsc3c2-c2cccs2)c1,700.0,,
CN(c1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc2c1ccc(c2)OCc1ccc(cc1)[N+](=O)[O-])C,CN(C)c1ccc2c(c1)Oc1c(ccc3cc(OCc4ccc([N+](=O)[O-])cc4)ccc13)C21OC(=O)c2ccccc21,545.0,2070.0,
Cc1ccsc1c1sc(c2c1cccc2)c1ccc(cc1)N,Cc1ccsc1-c1sc(-c2ccc(N)cc2)c2ccccc12,445.0,,CH 2 Cl
OCc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],O=[N+]([O-])c1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(CO)cc3)cc2)cc1,434.0,,
COC(=O)c1ccccc1O,COC(=O)c1ccccc1O,290.0,,
COc1ccc(cc1)n1c(=O)c(c2c1c(c1cccs1)c(=O)n2c1ccc(cc1)OC)c1cccs1,COc1ccc(N2C(=O)C(c3cccs3)=C3C2=C(c2cccs2)C(=O)N3c2ccc(OC)cc2)cc1,412.0,,
Cc1cccc(c1)N=Nc1c(=O)[nH]c2n(c1N)c1ccccc1n2,Cc1cccc(N=Nc2c(N)n3c(nc4ccccc43)[nH]c2=O)c1,418.0,,Chloroform
CSc1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)SC,CSc1ccc(-c2ccc(C3=C4C(=O)NC(c5ccc(-c6ccc(SC)cc6)cc5)=C4C(=O)N3)cc2)cc1,544.0,,dichloromethane
COC(=O)[C@H](Cc1c([nH]c2c1cccc2)c1ccc(cc1)C)NC(=O)C,COC(=O)[C@H](Cc1c(-c2ccc(C)cc2)[nH]c2ccccc12)NC(C)=O,310.0,,
O=C(C(F)(F)F)C(=CC=C(c1ccc(cc1)C)c1ccc(cc1)C)C(=O)C(F)(F)F,Cc1ccc(C(=CC=C(C(=O)C(F)(F)F)C(=O)C(F)(F)F)c2ccc(C)cc2)cc1,405.0,,
OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,325.0,,
COc1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)OC,COc1ccc(-c2ccc(C3=C4C(=O)NC(c5ccc(-c6ccc(OC)cc6)cc5)=C4C(=O)N3)cc2)cc1,541.0,,dichloromethane
Cc1ccc(cc1)c1nc2c(o1)cc(cc2)c1ccc2c(c1)oc(n2)c1ccc(cc1)C,Cc1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(C)cc6)oc5c4)cc3o2)cc1,331.0,58300.0,heptane
O=Cc1ccc(s1)c1ccc(s1)C1=CCC(CC1)C,CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,395.0,,Hexane
Cc1ccc2c(c1)cc1c(n2C)nc(nc1=O)c1ccccc1,Cc1ccc2c(c1)cc1c(=O)nc(-c3ccccc3)nc-1n2C,456.0,44668.35922,
O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,450.0,2050.0,
[O-][N+](=O)c1ccc(cc1)C=NN=Cc1ccco1,O=[N+]([O-])c1ccc(C=NN=Cc2ccco2)cc1,341.0,,dioxane
COC(=O)c1n2nc(C=Cc3ccc(cc3)c3ccccc3)ccc2c(c1C(=O)OC)C(=O)OC,COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3ccc(-c4ccccc4)cc3)nn2c1C(=O)OC,455.0,,MeOH
c1ccc2c(c1)c1ccccc1n2c1cc(cc(c1)c1ccc2c(c1)c1ccccc1c1c2cccc1)c1ccc2c(c1)c1ccccc1c1c2cccc1,c1ccc2c(c1)c1ccccc1c1cc(-c3cc(-c4ccc5c6ccccc6c6ccccc6c5c4)cc(-n4c5ccccc5c5ccccc54)c3)ccc21,273.0,,
Cc1csc2c1c1c(C)csc1S2(=O)=O,Cc1csc2c1-c1c(C)csc1S2(=O)=O,349.0,,
CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1ccc(c2)O,CCCN1c2ccccc2Sc2cc(C=Cc3cc(=O)oc4cc(O)ccc34)ccc21,422.0,,chloroform
OC(=C1C(=O)CC(CC1=O)(C)C)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,CC1(C)CC(=O)C(=C(O)C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1,466.0,,MeOH
N#Cc1cc(NCc2ccccc2)c2c(c1N)C(=O)c1c(C2=O)cccc1,N#Cc1cc(NCc2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O,642.0,,
c1ccc(cc1)n1c2ccccc2c2c1c1c(c3c2n(c2ccccc2)c2c3cccc2)n(c2c1cccc2)c1ccccc1,c1ccc(-n2c3ccccc3c3c2c2c4ccccc4n(-c4ccccc4)c2c2c4ccccc4n(-c4ccccc4)c32)cc1,314.0,,
COc1ccc(cc1)c1ccc2c(c1)sc(c2C1=C(c2c(C)sc3c2ccc(c3)c2ccc(cc2)OC)C(C(C1(F)F)(F)F)(F)F)C,COc1ccc(-c2ccc3c(C4=C(c5c(C)sc6cc(-c7ccc(OC)cc7)ccc56)C(F)(F)C(F)(F)C4(F)F)c(C)sc3c2)cc1,292.0,,
Cc1ccc(s1)c1sc(c(c1C#N)C#N)c1ccc(s1)C,Cc1ccc(-c2sc(-c3ccc(C)s3)c(C#N)c2C#N)s1,394.0,,
OCCN(c1ccc(c(c1)Cl)N=Nc1scc(n1)c1ccc(cc1Cl)Cl)CCO,OCCN(CCO)c1ccc(N=Nc2nc(-c3ccc(Cl)cc3Cl)cs2)c(Cl)c1,600.0,,DMF
CCN1C(=O)C(=CC=c2n(c3ccccc3)c3c(n2c2ccccc2)cccc3)C(=O)N(C1=S)CC,CCN1C(=O)C(=CC=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,481.0,,EtOH
OCCC1CCN(CC1)C1(C(=O)NC(=O)NC1=O)c1ccccc1,O=C1NC(=O)C(c2ccccc2)(N2CCC(CCO)CC2)C(=O)N1,850.0,,
NCCC(=O)N1Cc2ccccc2c2c(c3c1cccc3)n(nn2)c1cc2ccccc2oc1=O,NCCC(=O)N1Cc2ccccc2-c2nnn(-c3cc4ccccc4oc3=O)c2-c2ccccc21,384.0,,
N#CC(=CNc1cccc(c1)F)C#N,N#CC(C#N)=CNc1cccc(F)c1,319.0,,DMSO
Clc1ccc2c(c1)nc([nH]2)C1CCCN1,Clc1ccc2[nH]c(C3CCCN3)nc2c1,282.0,,
c1ccc(cc1)[C@@H]1N=C(c2ccccn2)C(=N[C@H]1c1ccccc1)c1ccccn1,c1ccc([C@@H]2N=C(c3ccccn3)C(c3ccccn3)=N[C@H]2c2ccccc2)cc1,443.0,,
C=C(c1[nH]c2c(c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-])cccc2)c1ccc(cc1)N(C)C,C=C(c1ccc(N(C)C)cc1)c1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccccc1[N+](=O)[O-],300.0,,
CCOC(=O)c1[nH]c(c(c1C)C(=NN)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,CCOC(=O)c1[nH]c(C)c(C(=NN)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1C,251.0,,
CC(=O)c1cc2ccccc2oc1=O,CC(=O)c1cc2ccccc2oc1=O,300.0,,
Brc1ccc(cc1)c1nn(c2c1c1[nH][nH]c(=O)c1cn2)c1ccccc1,O=c1[nH][nH]c2c1cnc1c2c(-c2ccc(Br)cc2)nn1-c1ccccc1,384.5,,DMSO
Ic1cncc(c1)C(=O)ON1C(=O)CCC1=O,O=C(ON1C(=O)CCC1=O)c1cncc(I)c1,676.0,259900.0,
Clc1ccc(cc1)C1CC(=NN1c1ccccc1)c1ccc2c(c1)C1(c3c2cccc3)c2ccccc2c2c1cccc2,Clc1ccc(C2CC(c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)=NN2c2ccccc2)cc1,388.0,,
COc1cc(OC)cc(c1)N=Nc1ccc(c(c1)C=Nc1ccccc1O)O,COc1cc(N=Nc2ccc(O)c(C=Nc3ccccc3O)c2)cc(OC)c1,483.0,,
c1ccc2c(c1)C=C(C2)c1ccc(cc1)c1nnc(o1)c1c2ccccc2cc2c1cccc2,C1=C(c2ccc(-c3nnc(-c4c5ccccc5cc5ccccc45)o3)cc2)Cc2ccccc21,345.0,,
C(n1c(=O)c2c(c1c1cccs1)c(=O)n(c2c1ccc(s1)Br)C(C)C)C,CCN1C(=O)C2=C(c3ccc(Br)s3)N(C(C)C)C(=O)C2=C1c1cccs1,559.0,,
Cc1ccc(cc1)C(=O)CC(=O)c1ccncc1,Cc1ccc(C(=O)CC(=O)c2ccncc2)cc1,348.0,22387.21139,
COc1ccc(cc1)c1c(F)c(F)c(c(c1F)F)c1ccc(cc1)OC,COc1ccc(-c2c(F)c(F)c(-c3ccc(OC)cc3)c(F)c2F)cc1,282.0,,dichloromethane
Cc1ccc(cc1)C1(c2ccc(cc2)C)c2cc(ccc2c2c1cccc2)c1sc(c2c1cccc2)c1cccs1,Cc1ccc(C2(c3ccc(C)cc3)c3ccccc3-c3ccc(-c4sc(-c5cccs5)c5ccccc45)cc32)cc1,430.0,,CH 2 Cl
OCCN(c1ccc(cc1)N=Nc1ccc(cc1Cl)[N+](=O)[O-])CC,CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,525.0,34062.0,
C1=CCc2c(C1)cc1c(c2C=Nc2ccc3c(c2)cccc3)cccc1,C1=CCc2c(cc3ccccc3c2C=Nc2ccc3ccccc3c2)C1,405.0,17770.0,
N#CC(=Cc1ccc(cc1)c1nc2c([nH]1)c(ccc2c1cccc(c1)N(C)C)c1cccc(c1)N(C)C)C(=O)O,CN(C)c1cccc(-c2ccc(-c3cccc(N(C)C)c3)c3[nH]c(-c4ccc(C=C(C#N)C(=O)O)cc4)nc23)c1,274.0,,Chloroform
CCn1c2ccccc2c2c1cc(cc2)c1ccc(cc1)C=Cc1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,CCn1c2ccccc2c2ccc(-c3ccc(C=Cc4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc21,408.0,,
CCn1c2ccc(cc2c2c1cccc2)c1c2ccccc2c(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2CC,CCn1c2ccccc2c2cc(-c3c4ccccc4c(-c4ccc5c(c4)c4ccccc4n5CC)c4ccccc34)ccc21,456.0,,
CN1c2ccc(cc2Oc2c1cccc2)c1ccc(s1)C=C(C(=O)O)C#N,CN1c2ccccc2Oc2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc21,455.0,,
O=c1cc(C)c2c(o1)ccc1c2cc(cc1)c1nnn(c1)Cc1ccccc1,Cc1cc(=O)oc2ccc3ccc(-c4cn(Cc5ccccc5)nn4)cc3c12,352.0,6300.0,
N#CC(=C1C=C(C=Cc2cc(c3ccccc3)c(cc2c2ccccc2)C=Cc2ccc(cc2)N(C)C)CC(C1)(C)C)C#N,CN(C)c1ccc(C=Cc2cc(-c3ccccc3)c(C=CC3=CC(=C(C#N)C#N)CC(C)(C)C3)cc2-c2ccccc2)cc1,460.0,,DMF
OC(=O)c1ccc(s1)c1ccc(s1)C(=O)O,O=C(O)c1ccc(-c2ccc(C(=O)O)s2)s1,397.0,,
COc1ccc(cc1)CNC1=C(Br)C(=O)OC1OCc1ccccc1,COc1ccc(CNC2=C(Br)C(=O)OC2OCc2ccccc2)cc1,276.0,,
Fc1nc(Cl)c2c(n1)nc[nH]2,Fc1nc(Cl)c2[nH]cnc2n1,440.0,,
Oc1ccc(c2c1cccc2)N=Nc1ccc2c(c1S(=O)(=O)O)cccc2,O=S(=O)(O)c1c(N=Nc2ccc(O)c3ccccc23)ccc2ccccc12,495.0,,
CCn1c2ccc(cc2c2c1cccc2)C=Cc1ccc2c(c1)c1ccccc1n2CC,CCn1c2ccccc2c2cc(C=Cc3ccc4c(c3)c3ccccc3n4CC)ccc21,342.0,,
COc1ccc(cc1)C=Cc1cc(C=Cc2ccc(cc2)OC)nc(n1)I,COc1ccc(C=Cc2cc(C=Cc3ccc(OC)cc3)nc(I)n2)cc1,374.0,21387.0,dichloromethane
O=C(c1cc(C(=O)CC(=O)c2ccc(cc2)C(C)(C)C)c(nc1C)C)CC(=O)c1ccc(cc1)C(C)(C)C,Cc1nc(C)c(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)CC(=O)c1ccc(C(C)(C)C)cc1,344.0,39810.71706,
N#Cc1c(sc(c1C#N)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,CN(C)c1ccc(-c2sc(-c3ccc(N(C)C)cc3)c(C#N)c2C#N)cc1,412.0,38904.5145,
O=C=Nc1c(N=C=O)ccc2c1cccc2,O=C=Nc1ccc2ccccc2c1N=C=O,397.0,,
Cn1c2ccccc2c(c1C)N=Nc1nc2c(s1)cccc2,Cc1c(N=Nc2nc3ccccc3s2)c2ccccc2n1C,507.0,,Chloroform
Fc1c(F)c(F)c2c(c1F)cc1c(n2)onc1c1ccccc1,Fc1c(F)c(F)c2nc3onc(-c4ccccc4)c3cc2c1F,342.0,,Ethanol
CCOC(=O)c1cc2c([nH]1)c1[nH]c(=O)c(cc1CC2)S(=O)(=O)c1ccccc1,CCOC(=O)c1cc2c([nH]1)-c1[nH]c(=O)c(S(=O)(=O)c3ccccc3)cc1CC2,439.0,44091.0,
Cc1nn(c2c1c1nc3c(n1c(c2)c1ccccc1)nccc3)c1ccccc1,Cc1nn(-c2ccccc2)c2cc(-c3ccccc3)n3c4ncccc4nc3c12,287.0,,
O=C1OC(=C2C1=C(NC2=O)c1ccccc1)c1ccccc1,O=C1NC(c2ccccc2)=C2C(=O)OC(c3ccccc3)=C12,487.0,,dimethyl sulfoxide
O=C(c1cccc(n1)C(=O)CC(=O)c1ccc(cc1)Cl)CC(=O)c1ccc(cc1)Cl,O=C(CC(=O)c1cccc(C(=O)CC(=O)c2ccc(Cl)cc2)n1)c1ccc(Cl)cc1,342.0,38904.5145,
Cc1cc(C(c2ccccc2)c2ccccc2)c(c(c1)c1nc2c(n1C)cccc2)O,Cc1cc(-c2nc3ccccc3n2C)c(O)c(C(c2ccccc2)c2ccccc2)c1,223.0,,
CC(C(c1ccc(cc1)O)C)O,CC(O)C(C)c1ccc(O)cc1,222.0,,
CN1C(=O)C(=C(C1=O)c1c[nH]c2c1cccc2)c1ccc2c3c1ccc1c3c(cc2)ccc1,CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2ccc3ccc4cccc5ccc2c3c45)C1=O,439.0,,
N#CC(=Cc1cccc(c1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)O,N#CC(=Cc1cccc(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)s2)c1)C(=O)O,394.6,37600.0,THF
N#CC(=Cc1cn(nc1c1ccc(cc1)[N+](=O)[O-])c1ccccc1)C#N,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,356.0,,DMSO
Oc1cccc2c1C(=O)c1c(C2=O)cccc1O,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,702.7,,
C1(C)c2cc3nc([nH]c3cc2c2c1cccc2)c1ccc(cc1)C(F)(F)F,CC1c2ccccc2-c2cc3[nH]c(-c4ccc(C(F)(F)F)cc4)nc3cc21,359.0,,DMSO
CN(c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccccc1)C,CN(C)c1ccc(C2=C3C(=O)NC(c4ccccc4)=C3C(=O)N2)cc1,544.0,,dimethylsufoxide
Cc1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)C)c2c3c1ccc1c3c(cc2)c(cc1C#Cc1ccc(cc1)C)C(=O)c1ccccc1,Cc1ccc(C#Cc2cc(C#Cc3ccc(C)cc3)c3ccc4c(C(=O)c5ccccc5)cc(C#Cc5ccc(C)cc5)c5ccc2c3c54)cc1,245.0,,
Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,Nc1ccc2cc3ccc(N)cc3nc2c1,395.0,,
CSc1ccccc1N=Nc1nc2c(s1)cccc2,CSc1ccccc1N=Nc1nc2ccccc2s1,428.0,,Methanol
Clc1ccc(cc1)C=NNC(=O)c1ccc(cc1)Cn1c2ccccc2c2c1cccc2,O=C(NN=Cc1ccc(Cl)cc1)c1ccc(Cn2c3ccccc3c3ccccc32)cc1,297.0,,
Oc1cccc2c1nc(cc2)c1nc2c(n1C)cccc2,Cn1c(-c2ccc3cccc(O)c3n2)nc2ccccc21,321.0,,
c1ccc(cc1)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)c1cncc2c1cccc2,c1ccc(-c2nc(-c3ccc(-c4cncc5ccccc45)cc3)[nH]c2-c2ccccc2)cc1,442.0,35500.0,
N#CC(=CC=C1N(C)c2c(C1(C)C)cccc2)C(=O)c1ccccc1,CN1C(=CC=C(C#N)C(=O)c2ccccc2)C(C)(C)c2ccccc21,488.0,59429.21586,
COc1ccc2c(c1)sc(n2)N=Nc1c(C)[nH]c2c1cccc2,COc1ccc2nc(N=Nc3c(C)[nH]c4ccccc34)sc2c1,504.0,,Chloroform
Brc1ccc(cc1)CN(c1ccc2c(c1)C(=O)c1c(C2=O)cccc1)Cc1ccc(cc1)Br,O=C1c2ccccc2C(=O)c2cc(N(Cc3ccc(Br)cc3)Cc3ccc(Br)cc3)ccc21,308.0,,
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccc(cc1)c1cc(nc(c1)c1ccccn1)c1ccccn1,C(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,296.0,,THF
c1csc(c1)n1ccc2c1nccc2,c1csc(-n2ccc3cccnc32)c1,422.0,,
Clc1ccc(cc1)C=Cc1ccc(cc1)c1nc(c(n1c1ccc(cc1)Cl)c1ccccc1)c1ccccc1,Clc1ccc(C=Cc2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccc(Cl)cc3)cc2)cc1,331.0,,
CC(=O)Oc1ccc(cc1)[N+](=O)[O-],CC(=O)Oc1ccc([N+](=O)[O-])cc1,400.0,,
N#Cc1ccc(cc1)Cn1c(C=Cc2ccccc2)nc(c1c1ccco1)c1ccco1,N#Cc1ccc(Cn2c(C=Cc3ccccc3)nc(-c3ccco3)c2-c2ccco2)cc1,351.0,,
FC(c1cc(C#Cc2c3cccc4c3c(c3=C(c5c(c23)cccc5)c2ccccc2)ccc4)cc(c1)C(F)(F)F)(F)F,FC(F)(F)c1cc(C#Cc2c3c(c4cccc5cccc2c54)=C(c2ccccc2)c2ccccc2-3)cc(C(F)(F)F)c1,260.0,,
CCOc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)F,CCOc1ccc(C2CC(c3ccc(F)cc3)=NN2c2ccc(C)c(C)c2)cc1,349.0,,
c1ccc(cc1)C#Cc1ccc2c(c1)sc1c2sc2c1ccc(c2)C#Cc1ccccc1,C(#Cc1ccc2c(c1)sc1c3ccc(C#Cc4ccccc4)cc3sc21)c1ccccc1,349.0,,
c1ccc(cc1)CCNc1nnc(s1)c1cnccn1,c1ccc(CCNc2nnc(-c3cnccn3)s2)cc1,257.0,,
Oc1ccc(cc1C=Nc1ccccc1O)N=Nc1ccc(cc1)OC(F)(F)F,Oc1ccc(N=Nc2ccc(OC(F)(F)F)cc2)cc1C=Nc1ccccc1O,485.0,,
CN1c2c3ccccc3ccc2C(C21C=Cc1c(O2)ccc2c1c(c1ccccc1)c(o2)c1ccccc1)(C)C,CN1c2c(ccc3ccccc23)C(C)(C)C12C=Cc1c(ccc3oc(-c4ccccc4)c(-c4ccccc4)c13)O2,249.0,55400.0,
COC(=O)[C@H](Cc1c([nH]c2c1cccc2)c1ccccc1)NC(=O)C(F)(F)F,COC(=O)[C@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,288.0,,
N#CC(=Cc1ccc(cc1)C=C(c1ccccc1)c1ccccc1)c1ccccc1,N#CC(=Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1,366.0,,
CCOC(=O)c1c(N)sc2c1c1ccccc1C2,CCOC(=O)c1c(N)sc2c1-c1ccccc1C2,330.0,,acetone
CN(c1ccc(cc1)C1=CC(=O)NC1=O)C,CN(C)c1ccc(C2=CC(=O)NC2=O)cc1,534.0,,ethanol
O=C1OC(C)(C)OC(=O)C1=CC=CC=C1C=C(OC(=C1)c1ccccc1)c1ccccc1,CC1(C)OC(=O)C(=CC=CC=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)C(=O)O1,576.0,,dichloromethane
C(=O)c1ccc(s1)c1sc(c(c1C#N)C#N)c1sc(c(c1C#N)C#N)c1ccc(s1)C(=O)C,CC(=O)c1ccc(-c2sc(-c3sc(-c4ccc(C=O)s4)c(C#N)c3C#N)c(C#N)c2C#N)s1,421.0,,
COC1OC(=O)C(=C1Nc1ccc(cc1)Br)Br,COC1OC(=O)C(Br)=C1Nc1ccc(Br)cc1,294.0,,
c1ccc(cc1)c1nc2c(nc1c1ccccc1)c(ccc2c1c2ccccc2cc2c1cccc2)c1c2ccccc2cc2c1cccc2,c1ccc(-c2nc3c(-c4c5ccccc5cc5ccccc45)ccc(-c4c5ccccc5cc5ccccc45)c3nc2-c2ccccc2)cc1,350.0,18620.87137,DMSO
COCCN(S(=O)(=O)c1ccc(cc1)n1cccc1)CCOC,COCCN(CCOC)S(=O)(=O)c1ccc(-n2cccc2)cc1,278.0,,Hex
COc1ccc2c(c1)cc(c1c2C=CC2(O1)N(C)c1c(C2(C)C)cc(cc1)Cl)c1nc(c(o1)c1ccccc1)c1ccccc1,COc1ccc2c3c(c(-c4nc(-c5ccccc5)c(-c5ccccc5)o4)cc2c1)OC1(C=C3)N(C)c2ccc(Cl)cc2C1(C)C,305.0,,Toluene
CCOC(=O)c1nc2ccc3c4c2c(c1)c1ccccc1c4cc(n3)C(=O)OCC,CCOC(=O)c1cc2c3ccccc3c3cc(C(=O)OCC)nc4ccc(n1)c2c43,285.0,,
c1ccc(cc1)n1c2ccc(cc2c2c1cccc2)c1nc(nc2c1cccc2)c1cccc(c1)c1ccc2c(c1)c1ccccc1c1c2cccc1,c1ccc(-n2c3ccccc3c3cc(-c4nc(-c5cccc(-c6ccc7c8ccccc8c8ccccc8c7c6)c5)nc5ccccc45)ccc32)cc1,376.0,,dichloromethane
OCC1OC(CC1O)n1c(C#Cc2ccc(cc2)OC)nc2c1ncnc2N,COc1ccc(C#Cc2nc3c(N)ncnc3n2C2CC(O)C(CO)O2)cc1,323.0,,
